Nombre;URL;Precio;Area;Habitaciones;Baños
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bosque-calderon-2-habitaciones-2-banos-1-garajes/2412-M4653188;$395.000.000;102 m²;2;2
Apartamento en Venta, CHAPINERO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/4186-M4794984;$395.000.000;56.4 m²;2;2
Apartamento en Venta, CHAPINERO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/4186-M4843683;$395.000.000;56.4 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/14925-M4826720;$395.000.000;102 m²;2;2
Apartamento en Venta, CHAPINERO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-las-nieves-2-habitaciones-1-banos-1-garajes/2821-M4779307;$395.400.000;65.9 m²;2;1
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-maria-cristina-2-habitaciones-1-banos-1-garajes/16425-M4796138;$396.000.000;65.9 m²;2;1
Apartamento en Venta, Chapinero Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-marly-2-habitaciones-3-banos-1-garajes/2765-M4001890;$400.000.000;85 m²;2;3
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/346-M4308341;$400.000.000;62 m²;2;2
Apartamento en Venta, CHAPINERO CENTRAL, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-1-garajes/2699-M4527284;$400.000.000;70 m²;2;2
Apartamento en Venta, Chapinero Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/34-M3288774;$400.000.000;55.9 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/211-M4454499;$400.000.000;61.23 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-marly-2-habitaciones-2-banos-1-garajes/661-M3848925;$400.000.000;73 m²;2;2
Apartamento en Venta, CHAPINERO ALTO LA SALLE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/16739-M4888486;$400.000.000;58 m²;2;2
Apartamento en Venta, CHAPINERO ALTO LA SALLE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/16739-M4888613;$402.000.000;58 m²;2;2
Apartamento en Venta, QUESADA Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-cjr-kd-marly-2-habitaciones-3-banos-1-garajes/MC4933398;$410.000.000;64.63 m²;2;3
Apartamento en Venta, CHAPINERO CENTRAL Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-marly-2-habitaciones-1-banos-1-garajes/MC4899247;$410.000.000;76 m²;2;1
Apartamento en Venta, CHAPINERO ALTO LA SALLE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/14733-M4888500;$410.000.000;59 m²;2;2
Apartamento en Venta, CHAPINERO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-2-habitaciones-1-banos-1-garajes/3147-M3957994;$415.000.000;92 m²;2;1
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bosque-calderon-2-habitaciones-2-banos-1-garajes/920-M4073981;$420.000.000;62 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bosque-calderon-2-habitaciones-2-banos-1-garajes/16039-M4450036;$420.000.000;82.27 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/175-M4648091;$420.000.000;65 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-pardo-rubio-2-habitaciones-1-banos/164-M4888369;$420.000.000;81.55 m²;2;1
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-2-garajes/10278-M4067090;$420.000.000;67 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-maria-cristina-2-habitaciones-2-banos/3424-M4072763;$420.000.000;64.74 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-cjr-emilia-2-habitaciones-2-banos-1-garajes/9947-M4805129;$420.000.000;61 m²;2;2
Apartamento en Venta, Chapinero Central, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-sucre-2-habitaciones-2-banos-1-garajes/10278-M4519113;$422.601.665;59.54 m²;2;2
Apartamento en Venta, CHAPINERO CENTRAL CHAPINERO NORTE CHAPINERO, Bo…;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-2-garajes/14373-M4842244;$425.000.000;66 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/410-M3677466;$425.000.000;65 m²;2;2
Apartamento en Venta, CHAPINERO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-1-garajes/3165-M4835441;$425.000.000;66.4 m²;2;2
Apartamento en Venta, CHAPINERO SAN LUIS, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-san-luis-2-habitaciones-2-banos-1-garajes/15515-M4897914;$429.000.000;60 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-maria-cristina-2-habitaciones-2-banos-1-garajes/703-M4269679;$430.000.000;60 m²;2;2
Apartamento en Venta, CHAPINERO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-marly-2-habitaciones-2-banos-2-garajes/223-8756;$430.000.000;72 m²;2;2
Apartamento en Venta, Marly, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/5175-M4904741;$430.000.000;67 m²;2;2
Apartamento en Venta, Localidad De Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/11813-M4902212;$430.000.000;60 m²;2;2
Apartamento en Venta, CHAPINERO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-marly-2-habitaciones-2-banos-2-garajes/223-8758;$430.000.000;72 m²;2;2
Apartamento en Venta, Chapinero Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-1-garajes/4278-M4715691;$435.000.000;87 m²;2;2
Apartamento en Venta, CHAPINERO NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-2-habitaciones-3-banos-1-garajes/3147-M4769768;$435.000.000;72.4 m²;2;3
Apartamento en Venta, CHAPINERO CENTRAL, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/359-M4767691;$435.000.000;55 m²;2;2
Apartamento en Venta, DIVINO SALVADOR GALERIAS, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-sur-occidental-2-habitaciones-2-banos-1-garajes/3894-1716766;$435.000.000;75 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-pardo-rubio-2-habitaciones-2-banos-4-garajes/16425-M4845238;$440.000.000;60.13 m²;2;2
Apartamento en Venta, Chapinero Central, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-cjr-urban-9-60-2-habitaciones-2-banos-2-garajes/16039-M4870723;$440.000.000;70 m²;2;2
Apartamento en Venta, CHAPINERO MIDTAWN, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-sur-occidental-2-habitaciones-2-banos-1-garajes/3888-M3052243;$440.000.000;59 m²;2;2
Apartamento en Venta, CHAPINERO ALTO GRANADA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-emaus-2-habitaciones-2-banos-1-garajes/38-M4612585;$440.000.000;60 m²;2;2
Apartamento en Venta, LA SOLEDAD TEUSAQUILLO Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-soledad-edif-almirante-2-habitaciones-1-banos-1-garajes/MC4881794;$440.000.000;59 m²;2;1
Apartamento en Venta, CHAPINERO ALTO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-sucre-edif-estelar-42-2-habitaciones-1-banos-1-garajes/290-M4927123;$440.000.000;62 m²;2;1
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-maria-cristina-2-habitaciones-2-banos-1-garajes/2671-M4571118;$440.000.000;60 m²;2;2
Apartamento en Venta, chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/MC4187342;$440.000.000;64.45 m²;2;2
Apartamento en Venta, CHAPINERO CENTRAL, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/359-M2463425;$441.000.000;63.48 m²;2;2
Apartamento en Venta, Chapinero Central, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-2-garajes/488-M4860899;$445.000.000;70 m²;2;2
Apartamento en Venta, CHAPINERO ALTO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bosque-calderon-2-habitaciones-2-banos-1-garajes/11589-M4781112;$445.000.000;70 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-1-garajes/4796-M4627755;$449.000.000;70 m²;2;2
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-emaus-2-habitaciones-2-banos/661-M4750136;$450.000.000;80 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-esperanza-2-habitaciones-1-banos/183-M3780207;$450.000.000;105.9 m²;2;1
Apartamento en Venta, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-barcelona-2-habitaciones-2-banos-1-garajes/2671-M4768943;$450.000.000;66 m²;2;2
Apartamento en Venta, CHAPINERO ALTO EMAUS Chicó, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-emaus-2-habitaciones-2-banos-1-garajes/MC4897640;$450.000.000;68 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos/2648-390;$450.000.000;78 m²;2;2
Apartamento en Venta, CHAPINERO ALTO LA SALLE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-salle-2-habitaciones-2-banos-1-garajes/13036-M3563261;$450.000.000;68 m²;2;2
Apartamento en Venta, Chapinero Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-1-garajes/2556-M4950135;$450.000.000;61 m²;2;2
Apartamento en Venta, Granada Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-emaus-2-habitaciones-2-banos-1-garajes/5175-M4939063;$450.000.000;69 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-marly-2-habitaciones-1-banos/11079-M4781654;$450.000.000;71 m²;2;1
Apartamento en Venta, Localidad De Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-emaus-2-habitaciones-2-banos-2-garajes/11813-M4862448;$450.000.000;67 m²;2;2
Apartamento en Venta, CHAPINERO ALTO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bosque-calderon-2-habitaciones-2-banos-1-garajes/5588-M4965131;$450.000.000;55 m²;2;2
Apartamento en Venta, Chapinero Central, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-central-2-habitaciones-2-banos-2-garajes/989-M4699112;$450.000.000;63 m²;2;2
Apartamento en Venta, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-maria-cristina-2-habitaciones-2-banos-2-garajes/603-M4803342;$450.000.000;68 m²;2;2
